Time,M1 Pos,M2 Pos,M3 Pos,Act Length
42.363633155822754,-3.231929063796997,-1.6348775625228882,2.5536041259765625,1.589219532966614
42.412973403930664,-2.88093638420105,-1.3673198223114014,2.265842914581299,1.3827092835903168
42.46393394470215,-2.4605257511138916,-1.172695517539978,1.8783386945724487,1.1714694789648057
42.5205352306366,-1.9559435844421387,-0.9651827216148376,1.5010881423950195,0.9444721902608871
42.57002830505371,-1.3517524003982544,-0.7048211693763733,1.0039937496185303,0.6595185894966126
42.62900996208191,-0.6775869131088257,-0.4347074627876282,0.5015916228294373,0.35908113688230514
42.69200611114502,0.04905611276626587,-0.07326480001211166,-0.10877219587564468,-0.0031941930875182163
42.752498388290405,0.6392801403999329,0.18094877898693085,-0.6506583094596863,-0.2926025367677212
42.80574297904968,1.3233526945114136,0.5020335912704468,-1.1250572204589844,-0.6071225367784501
42.859169483184814,1.862128734588623,0.7386624217033386,-1.566311001777649,-0.8624039759635924
42.91272830963135,2.3834142684936523,0.970305860042572,-1.9556008577346802,-1.102937683582306
42.96598792076111,2.8399457931518555,1.163310170173645,-2.3012278079986572,-1.311025167942047
43.02147889137268,3.2101263999938965,1.3380978107452393,-2.6091666221618652,-1.491682294368744
43.08590793609619,3.550200939178467,1.5056654214859009,-2.8685882091522217,-1.655498983860016
43.139142990112305,3.7024617195129395,1.5760186910629272,-2.9948384761810303,-1.7291802864074706
43.19300580024719,3.7907304763793945,1.6221463680267334,-3.040778160095215,-1.768417796611786
43.25249528884888,3.7967958450317383,1.6301778554916382,-3.023772954940796,-1.7688631806373598
43.30588364601135,3.7232306003570557,1.6698591709136963,-2.954237461090088,-1.7576621305942535
43.35912108421326,3.5254623889923096,1.623660683631897,-2.7442615032196045,-1.6688929932117462
43.41262626647949,3.220228672027588,1.4628322124481201,-2.483952760696411,-1.5127571985721588
43.46701765060425,2.822110652923584,1.3075934648513794,-2.1560394763946533,-1.3306992359161378
43.52149224281311,2.34806227684021,1.1056663990020752,-1.7737648487091064,-1.1094833579063414
43.58490586280823,1.7023189067840576,0.8135030269622803,-1.2500112056732178,-0.8014963474273682
43.64814305305481,1.0035426616668701,0.49901095032691956,-0.6819487810134888,-0.4685499841570854
43.70114207267761,0.40922069549560547,0.24037925899028778,-0.20721587538719177,-0.19016343432664873
43.77056837081909,-0.2143382430076599,-0.0667550340294838,0.3462357223033905,0.1254908234924078
43.82137107849121,-0.9996119141578674,-0.37636545300483704,0.8928086161613464,0.4660557382702828
43.88212013244629,-1.63407564163208,-0.6575316786766052,1.4054560661315918,0.7661909350156784
43.94273829460144,-2.2213056087493896,-0.924594521522522,1.870380163192749,1.0445163333415985
43.99394202232361,-2.6589372158050537,-1.115405559539795,2.203599452972412,1.246415803194046
44.04475522041321,-3.058321714401245,-1.3188520669937134,2.5220236778259277,1.4438688054084778
44.0970299243927,-3.369504928588867,-1.4379562139511108,2.7457103729248047,1.5789537169933319
44.14769220352173,-3.5974199771881104,-1.5293641090393066,2.8947176933288574,1.6764492166042329
44.198771953582764,-3.7343833446502686,-1.5476473569869995,2.975446939468384,1.7203283965587617
44.252511739730835,-3.797105550765991,-1.584315299987793,2.988060474395752,1.7456411011219024
44.305912256240845,-3.7771527767181396,-1.5849355459213257,2.9546422958374023,1.7361447014808655
44.359270334243774,-3.6804580688476562,-1.6374377012252808,2.898930549621582,1.7285741813182833
44.413026332855225,-3.4552199840545654,-1.6516811847686768,2.751145124435425,1.6691402664184571
44.46810793876648,-3.0995125770568848,-1.4672298431396484,2.4379265308380127,1.486294365644455
44.52057671546936,-2.6998279094696045,-1.284599781036377,2.1015138626098633,1.2926195352077483
44.57046580314636,-2.234142541885376,-1.0846967697143555,1.7254921197891235,1.0746649831533432
44.62944483757019,-1.6271028518676758,-0.805648684501648,1.2143499851226807,0.7798817291259765
44.69266963005066,-0.9156514406204224,-0.5286973118782043,0.6862587332725525,0.4661090950369835
44.752856969833374,-0.29953956604003906,-0.24305373430252075,0.10406850278377533,0.1535702288597822
44.801817893981934,0.3625911772251129,0.05335275083780289,-0.3349236249923706,-0.14179364274442197
44.857666015625,0.9749078750610352,0.34392374753952026,-0.8589324355125427,-0.4440192328095436
44.91128730773926,1.5050957202911377,0.6121073365211487,-1.3167104721069336,-0.7123779882192612
