Time,M1 Target,M1 Pos,M2 Target,M2 Pos,M3 Target,M3 Pos,Act Length
50.78241229057312,-5.743851947176989,0.017239856112535534,0.0,0.18123196065425873,4.370294094085693,-0.04837608337402344,-0.07639285990595827
50.86046862602234,-5.743851947176989,0.017239856112535534,0.0,0.18123196065425873,4.370294094085693,-0.04837608337402344,-0.07639285990595827
50.931050062179565,-5.743851947176989,0.017239856112535534,0.0,0.18123196065425873,4.370294094085693,-0.04837608337402344,-0.07639285990595827
50.99260592460632,-5.743851947176989,0.017239856112535534,0.0,0.18123196065425873,4.370294094085693,-0.04837608337402344,-0.07639285990595827
51.06964564323425,-5.743851947176989,0.017239856112535534,0.0,0.18123196065425873,4.370294094085693,-0.04837608337402344,-0.07639285990595827
51.134265184402466,-5.743851947176989,0.017239856112535534,0.0,0.18123196065425873,4.370294094085693,-0.04837608337402344,-0.07639285990595827
51.204575061798096,-5.743851947176989,0.017239856112535534,0.0,0.18123196065425873,4.370294094085693,-0.04837608337402344,-0.07639285990595827
51.287081480026245,-5.743851947176989,0.017239856112535534,0.0,0.18123196065425873,4.370294094085693,-0.04837608337402344,-0.07639285990595827
51.357818603515625,-5.743851947176989,0.017239856112535534,0.0,0.18123196065425873,4.370294094085693,-0.04837608337402344,-0.07639285990595827
51.43963932991028,-5.765083369682296,0.017239856112535534,-0.009416195856873623,0.18123196065425873,4.387214567858958,-0.04837608337402344,-0.07639285990595827
51.501394271850586,-5.807546214692912,0.017239856112535534,-0.028248587570621285,0.18123196065425873,4.42105551540549,-0.04837608337402344,-0.07639285990595827
51.56984734535217,-5.82877763719822,0.017239856112535534,-0.037664783427495324,0.18123196065425873,4.4379759891787565,-0.04837608337402344,-0.07639285990595827
51.64160633087158,-6.041091862251299,0.017239856112535534,-0.13182674199623365,0.18123196065425873,4.6071807269114124,-0.04837608337402344,-0.07639285990595827
51.704949140548706,-6.3383317773256085,-0.029825878750745716,-0.26365348399246685,0.18123196065425873,4.8440673597371315,-0.04837608337402344,-0.06900353953242312
51.78128671646118,-6.784191649937074,-0.0950085646027965,-0.4613935969868176,0.18123196065425873,5.19939730897571,0.0005955696105957031,-0.04912244221568118
51.846665143966675,-6.847885917452997,-0.23158044875806993,-0.48964218455743885,0.12875740230083466,5.2501587302955075,0.017154693603515625,-0.005842515319585911
51.91485667228699,-6.932811607474228,-0.42733545364088243,-0.5273069679849341,0.0801047682762146,5.31784062538857,0.2139129638671875,0.08087543213367451
51.992512702941895,-7.506060015117541,-0.6231500631684703,-0.7815442561205274,0.00412844680249691,5.774693417266742,0.38269901275634766,0.17176479526236643
52.077805042266846,-7.548522860128156,-0.8776289945954723,-0.8003766478342751,-0.12005322426557541,5.808534364813274,0.6050066947937012,0.299472912415862
52.17364764213562,-7.590985705138772,-1.2023756033296031,-0.8192090395480227,-0.2981829047203064,5.842375312359805,0.8937573432922363,0.4703999146223067
52.255512714385986,-7.590985705138772,-1.3969332701081676,-0.8192090395480227,-0.39160972833633423,5.842375312359805,1.0532307624816895,0.5654348274469374
52.327733516693115,-7.590985705138772,-1.5123621946687145,-0.8192090395480227,-0.4520058035850525,5.842375312359805,1.1575078964233398,0.6254799746274947
52.41983699798584,-7.590985705138772,-1.6211945539826793,-0.8192090395480227,-0.510811984539032,5.842375312359805,1.2436776161193848,0.6803594778776167
52.500715255737305,-7.590985705138772,-1.672538471829359,-0.8192090395480227,-0.5118860006332397,5.842375312359805,1.3077163696289062,0.7014163091182708
52.56968140602112,-7.590985705138772,-1.7182976728791637,-0.8192090395480227,-0.5311603546142578,5.842375312359805,1.3072304725646973,0.7153279032707214
52.649742603302,-7.590985705138772,-1.7188202864045543,-0.8192090395480227,-0.5342634320259094,5.842375312359805,1.354651927947998,0.7258504697084426
52.71859788894653,-7.590985705138772,-1.720896912228529,-0.8192090395480227,-0.5828981995582581,5.842375312359805,1.3567814826965332,0.7438127299547195
52.80850338935852,-7.590985705138772,-1.723427963864271,-0.8192090395480227,-0.5825375914573669,5.842375312359805,1.3564538955688477,0.7440179151296615
52.88100576400757,-7.590985705138772,-1.7257596975678844,-0.8192090395480227,-0.5825375914573669,5.842375312359805,1.3564538955688477,0.7443839973211288
52.94983792304993,-7.590985705138772,-1.7278439527863902,-0.8192090395480227,-0.5825375914573669,5.842375312359805,1.3586535453796387,0.74514455640316
53.03451704978943,-7.590985705138772,-1.730385971676771,-0.8192090395480227,-0.5825375914573669,5.842375312359805,1.3612303733825684,0.7460512884855268
53.10737156867981,-7.590985705138772,-1.758424473416273,-0.8192090395480227,-0.5825375914573669,5.842375312359805,1.3634419441223145,0.7508890126943586
53.17554259300232,-7.590985705138772,-1.7445847517365856,-0.8192090395480227,-0.5825375914573669,5.842375312359805,1.3655238151550293,0.7491263049840926
53.23972034454346,-7.378671480085694,-1.769696903836195,-0.7250470809792844,-0.5825375914573669,5.673170574627148,1.367476463317871,0.7534535845518111
53.30884647369385,-7.187588677537923,-1.7620026594514293,-0.6403013182674201,-0.5825375914573669,5.520886310667758,1.3695812225341797,0.7526602257490156
53.39848017692566,-6.784191649937074,-1.7432691580171031,-0.4613935969868176,-0.5838471055030823,5.19939730897571,1.342987060546875,0.7449435840845107
53.46043825149536,-6.784191649937074,-1.6426884657258434,-0.4613935969868176,-0.6312389373779297,5.19939730897571,1.3078622817993164,0.7390095424652099
53.525179386138916,-6.614340269894611,-1.516159248959486,-0.3860640301318269,-0.671993613243103,5.064033518789586,1.253981590270996,0.722957114458084
